experiment_id,case_index,time,tool_wear,depth_of_cut,feed_rate,force_ac,force_dc,vib_table,vib_spindle,force_x,force_y,force_z,spindle_speed,force_magnitude,mrr,cumulative_mrr,heat_generation,cumulative_heat,thermal_displacement
3,-1.6290762021182363,0.0,0.0,-0.6051422833504458,-0.7513428837969108,-0.22722864360624892,-1.7432482772266444,-1.569868839657489,-0.8945059542580324,-0.22722864360624892,-1.7432482772266444,-1.569868839657489,0.0,-1.7328170190940368,-0.7242526767791879,-1.372490222734112,-1.732817019094037,-1.2939571059681942,4.9375588615144196e-05
3,-1.6290762021182363,0.1,0.0,-0.6051422833504458,-0.7513428837969108,0.23490606453290963,-1.7242764537279651,-1.569868839657489,-0.6425131348198383,0.23490606453290963,-1.7242764537279651,-1.569868839657489,0.0,-1.749672804735154,-0.7242526767791879,-1.3710664624637021,-1.7496728047351542,-1.2933873915949738,9.716529311371775e-05
3,-1.6290762021182363,0.2,0.0,-0.6051422833504458,-0.7513428837969108,-0.30472949528175997,-1.733762365477305,-1.4119994786220345,-0.5480158275305155,-0.30472949528175997,-1.733762365477305,-1.4119994786220345,0.0,-1.7010180636661858,-0.7242526767791879,-1.3696427021932924,-1.701018063666186,-1.2927631051493427,0.00014953270064554014
3,-1.6290762021182363,0.3,0.0,-0.6051422833504458,-0.7513428837969108,0.17319242338389157,-1.5668103186889273,0.8507946962194806,-0.3905203153816442,0.17319242338389157,-1.5668103186889273,0.8507946962194806,0.0,-1.4617653068147125,-0.7242526767791879,-1.3682189419228825,-1.461765306814713,-1.2918704683130924,0.0002244103106096319
3,-1.6290762021182363,0.4,0.0,-0.6051422833504458,-0.7513428837969108,0.3124069162084207,-1.4226244600989648,-0.7489481622731253,-0.6740122372496126,0.3124069162084207,-1.4226244600989648,-0.7489481622731253,0.0,-1.437400342548639,-0.7242526767791879,-1.3667951816524728,-1.4374003425486395,-1.2909505032748003,0.0003015803091133667
3,-1.6290762021182363,0.5,0.0,-0.6051422833504458,-0.7513428837969108,-0.38510074887117884,-1.341045619054644,-0.12799534220033754,-0.23302480323277297,-0.38510074887117884,-1.341045619054644,-0.12799534220033754,0.0,-1.2940965354950957,-0.7242526767791879,-1.365371421382063,-1.2940965354950964,-1.2898698059920564,0.0003922331102754328
3,-1.6290762021182363,0.6,0.0,-0.6051422833504458,-0.7513428837969108,-0.44537918906324303,-1.310690701456757,0.5403182861830866,-0.3905203153816442,-0.44537918906324303,-1.310690701456757,0.5403182861830866,0.0,-1.2162402578640796,-0.7242526767791879,-1.3639476611116532,-1.2162402578640799,-1.288701783644434,0.0004902110540739331
3,-1.6290762021182363,0.7,0.0,-0.6051422833504458,-0.7513428837969108,0.4458806052051342,-1.2670555074097947,0.3719243010786018,-0.4220194178114185,0.4458806052051342,-1.2670555074097947,0.3719243010786018,0.0,-1.2241154089968305,-0.7242526767791879,-1.3625239008412433,-1.2241154089968307,-1.287542594214394,0.0005874480607625927
3,-1.6290762021182363,0.8,0.0,-0.6051422833504458,-0.7513428837969108,0.6238455238674188,-1.2120372192636248,1.640141501396753,-0.3905203153816442,0.6238455238674188,-1.2120372192636248,1.640141501396753,0.0,-1.0556616965355674,-0.7242526767791879,-1.3611001405708336,-1.0556616965355679,-1.2861944639331178,0.000700534110186941
3,-1.6290762021182363,0.9,0.0,-0.6051422833504458,-0.7513428837969108,-0.39227675365594844,-1.1665048428667946,0.22984187614669274,-0.20152570080299873,-0.39227675365594844,-1.1665048428667946,0.22984187614669274,0.0,-1.1221542736946868,-0.7242526767791879,-1.3596763803004237,-1.1221542736946872,-1.2849209129766053,0.000807364175806579
3,-1.6290762021182363,1.0,0.0,-0.6051422833504458,-0.7513428837969108,-0.6864929498314998,-1.1911682134150776,1.2717796589806927,-0.0755292910839017,-0.6864929498314998,-1.1911682134150776,1.2717796589806927,0.0,-1.0124834362643305,-0.7242526767791879,-1.358252620030014,-1.012483436264331,-1.283524353146752,0.000924512671123587
3,-1.6290762021182363,1.1,0.0,-0.6051422833504458,-0.7513428837969108,0.1803684281686611,-1.1020006429712852,0.37718661311311696,-0.32752211052209573,0.1803684281686611,-1.1020006429712852,0.37718661311311696,0.0,-1.0977096767611298,-0.7242526767791879,-1.3568288597596043,-1.09770967676113,-1.282223384670701,0.0010336426175579368
3,-1.6290762021182363,1.2,0.0,-0.6051422833504458,-0.7513428837969108,0.5836598970727094,-1.0887203665222096,1.7822239263286623,0.14496442592451808,0.5836598970727094,-1.0887203665222096,1.7822239263286623,0.0,-0.9511718794101502,-0.7242526767791879,-1.3554050994891944,-0.9511718794101507,-1.2807580566458734,0.0011565596380714255
3,-1.6290762021182363,1.3,0.0,-0.6051422833504458,-0.7513428837969108,-0.0047724952783931174,-1.0507767195248512,0.05618557900769275,-0.20152570080299873,-0.0047724952783931174,-1.0507767195248512,0.05618557900769275,0.0,-1.0664956328782562,-0.7242526767791879,-1.3539813392187847,-1.0664956328782567,-1.2794220779113032,0.0012686263717586364
3,-1.6290762021182363,1.4,0.0,-0.6051422833504458,-0.7513428837969108,-0.38223034695727104,-1.0868231841723417,2.008503343812814,-0.23302480323277297,-0.38223034695727104,-1.0868231841723417,2.008503343812814,0.0,-0.9313164554798932,-0.7242526767791879,-1.3525575789483748,-0.9313164554798936,-1.2779344796696652,0.0013934114986961863
3,-1.6290762021182363,1.5,0.0,-0.6051422833504458,-0.7513428837969108,-0.3233871077221608,-1.0337020783760398,-0.633177297513792,-0.32752211052209573,-0.3233871077221608,-1.0337020783760398,-0.633177297513792,0.0,-1.0484118167211405,-0.7242526767791879,-1.3511338186779651,-1.048411816721141,-1.2765782177868732,0.001507179656299266
3,-1.6290762021182363,1.6,0.0,-0.6051422833504458,-0.7513428837969108,0.0827747630957953,-1.0147302548773605,2.908358701714904,-0.26452390566254724,0.0827747630957953,-1.0147302548773605,2.908358701714904,0.0,-0.824607877196919,-0.7242526767791879,-1.3497100584075552,-0.8246078771969195,-1.2749709331974521,0.0016420045074599333
3,-1.6290762021182363,1.7,0.0,-0.6051422833504458,-0.7513428837969108,0.6094935142978797,-1.0488795371749833,-1.3856879184494586,-0.17002659837322445,0.6094935142978797,-1.0488795371749833,-1.3856879184494586,0.0,-1.0630656386954183,-0.7242526767791879,-1.3482862981371455,-1.0630656386954185,-1.2736311073169142,0.0017543939536810067
3,-1.6290762021182363,1.8,0.0,-0.6051422833504458,-0.7513428837969108,0.42435259085082555,-0.9976556137285492,2.897834077645874,0.08196622106496958,0.42435259085082555,-0.9976556137285492,2.897834077645874,0.0,-0.7974191022255327,-0.7242526767791879,-1.3468625378667356,-0.7974191022255332,-1.2719933272862696,0.0018917768728720934
3,-1.6290762021182363,1.9,0.0,-0.6051422833504458,-0.7513428837969108,-0.352091126861239,-0.9521232373317189,-1.2699170536901252,-0.20152570080299873,-0.352091126861239,-0.9521232373317189,-1.2699170536901252,0.0,-0.9814324209274554,-0.7242526767791879,-1.345438777596326,-0.9814324209274556,-1.2705619400537798,0.002011846816828435
3,-1.6290762021182363,2.0,0.0,-0.6051422833504458,-0.7513428837969108,-0.7482065909805178,-1.0128330725274926,2.4663244908156314,0.08196622106496958,-0.7482065909805178,-1.0128330725274926,2.4663244908156314,0.0,-0.7649588260531959,-0.7242526767791879,-1.344015017325916,-0.7649588260531963,-1.268887751967048,0.002152283775593662
3,-1.6290762021182363,2.1,0.0,-0.6051422833504458,-0.7513428837969108,0.0483299401289015,-0.9046936785850207,-1.159408500965307,-0.23302480323277297,0.0483299401289015,-0.9046936785850207,-1.159408500965307,0.0,-0.9666047786409303,-0.7242526767791879,-1.3425912570555063,-0.9666047786409306,-1.2674397337721741,0.0022737487848936816
3,-1.6290762021182363,2.2,0.0,-0.6051422833504458,-0.7513428837969108,0.543474270278,-0.9122824079844924,2.092700336365056,0.3339590405031636,0.543474270278,-0.9122824079844924,2.092700336365056,0.0,-0.7860273080768165,-0.7242526767791879,-1.3411674967850964,-0.786027308076817,-1.265789176491019,0.002412203506122617
3,-1.6290762021182363,2.3,0.0,-0.6051422833504458,-0.7513428837969108,0.5377334664501844,-0.9483288726319831,-0.9331290834811556,-0.48501762267096704,0.5377334664501844,-0.9483288726319831,-0.9331290834811556,0.0,-0.9741106150369565,-0.7242526767791879,-1.3397437365146867,-0.9741106150369568,-1.2643495769833746,0.002532962325454665
3,-1.6290762021182363,2.4,0.0,-0.6051422833504458,-0.7513428837969108,-0.05069892590091819,-0.9179739550340962,2.2453073853659955,0.17646352835429233,-0.05069892590091819,-0.9179739550340962,2.2453073853659955,0.0,-0.8026121363061937,-0.7242526767791879,-1.3383199762442768,-0.8026121363061941,-1.2627176215573965,0.0026698566557160704
3,-1.6290762021182363,2.5,0.0,-0.6051422833504458,-0.7513428837969108,-0.6491777249506981,-0.8933105844858131,-0.7857843465147314,-0.4220194178114185,-0.6491777249506981,-0.8933105844858131,-0.7857843465147314,0.0,-0.8657455150818979,-0.7242526767791879,-1.336896215973867,-0.8657455150818982,-1.2611564777161146,0.002800811053852235
3,-1.6290762021182363,2.6,0.0,-0.6051422833504458,-0.7513428837969108,-0.39801755748376405,-0.9369457785327755,2.440012930643056,-0.044030188654127445,-0.39801755748376405,-0.9369457785327755,2.440012930643056,0.0,-0.7711849757878437,-0.7242526767791879,-1.3354724557034572,-0.7711849757878443,-1.2594892729959923,0.0029406622225402867
3,-1.6290762021182363,2.7,0.0,-0.6051422833504458,-0.7513428837969108,0.1961556386951541,-0.8648528492377943,-0.6226526734447617,-0.7685095445389353,0.1961556386951541,-0.8648528492377943,-0.6226526734447617,0.0,-0.9166628092702228,-0.7242526767791879,-1.3340486954330475,-0.9166628092702233,-1.2579852389492412,0.003066826044322951
3,-1.6290762021182363,2.8,0.0,-0.6051422833504458,-0.7513428837969108,0.5650022846323086,-0.845881025739115,1.9979787197437835,-0.1385274959434502,0.5650022846323086,-0.845881025739115,1.9979787197437835,0.0,-0.7348363532699195,-0.7242526767791879,-1.3326249351626376,-0.7348363532699199,-1.25627726493066,0.0032100970893868498
3,-1.6290762021182363,2.9,0.0,-0.6051422833504458,-0.7513428837969108,0.5764838922879398,-0.9084880432847566,-0.45952100037479204,-0.7685095445389353,0.5764838922879398,-0.9084880432847566,-0.45952100037479204,0.0,-0.9199840627504859,-0.7242526767791879,-1.331201174892228,-0.9199840627504863,-1.25477695606426,0.003335948429553195
3,-1.6290762021182363,3.0,0.0,-0.6051422833504458,-0.7513428837969108,-0.4324623804506579,-0.8800303080367377,2.2874058816421163,0.018968016205421066,-0.4324623804506579,-0.8800303080367377,2.2874058816421163,0.0,-0.7325070624458253,-0.7242526767791879,-1.329777414621818,-0.7325070624458256,-1.2530663694692943,0.0034794386269840884
3,-1.6290762021182363,3.1,0.0,-0.6051422833504458,-0.7513428837969108,-0.7970034235169507,-0.899002131535417,-0.29638932730482237,-0.5795149299602897,-0.7970034235169507,-0.899002131535417,-0.29638932730482237,0.0,-0.8232226652475488,-0.7242526767791879,-1.3283536543514083,-0.8232226652475494,-1.2514575312001053,0.0036143938064293795
3,-1.6290762021182363,3.2,0.0,-0.6051422833504458,-0.7513428837969108,-0.3305631125069303,-0.8743387609871339,2.1400611446756925,-0.1385274959434502,-0.3305631125069303,-0.8743387609871339,2.1400611446756925,0.0,-0.7524275399676313,-0.7242526767791879,-1.3269298940809984,-0.7524275399676318,-1.2497692877872812,0.0037560097768400105
3,-1.6290762021182363,3.3,0.0,-0.6051422833504458,-0.7513428837969108,0.2262948587911862,-0.8401894786895112,-0.3858486318915799,-0.3905203153816442,0.2262948587911862,-0.8401894786895112,-0.3858486318915799,0.0,-0.8856272848918518,-0.7242526767791879,-1.3255061338105887,-0.8856272848918522,-1.2482304437128438,0.0038850935897882617
3,-1.6290762021182363,3.4,0.0,-0.6051422833504458,-0.7513428837969108,0.5535206769766773,-0.845881025739115,2.1084872724686017,-0.044030188654127445,0.5535206769766773,-0.845881025739115,2.1084872724686017,0.0,-0.7279054870255043,-0.7242526767791879,-1.324082373540179,-0.7279054870255046,-1.2465146959043658,0.004029016728496747
3,-1.6290762021182363,3.5,0.0,-0.6051422833504458,-0.7513428837969108,0.5664374855892625,-0.8819274903866056,-0.14904459033839812,-0.48501762267096704,0.5664374855892625,-0.8819274903866056,-0.14904459033839812,0.0,-0.8868322658748168,-0.7242526767791879,-1.322658613269769,-0.8868322658748172,-1.2449772033592557,0.004157987170271306
3,-1.6290762021182363,3.6,0.0,-0.6051422833504458,-0.7513428837969108,-0.4884352177718603,-0.8572641198383225,2.624193851851086,0.23946173321384084,-0.4884352177718603,-0.8572641198383225,2.624193851851086,0.0,-0.6782228877865627,-0.7242526767791879,-1.3212348529993594,-0.6782228877865631,-1.2432057306133173,0.004306584718507804
3,-1.6290762021182363,3.7,0.0,-0.6051422833504458,-0.7513428837969108,-1.0682564043812395,-0.8857218550863415,0.0403986429041473,-0.5165167251007413,-1.0682564043812395,-0.8857218550863415,0.0403986429041473,0.0,-0.7248615912784653,-0.7242526767791879,-1.3198110927289495,-0.7248615912784656,-1.2414865687141365,0.004450794243506463
